frame_number,id,xmin,ymin,width,height,visibility,class,confidence
486,-1,1194,331,66,114,1,1,0.8991859999999999
486,-1,1274,432,78,120,1,1,0.890783
486,-1,1292,380,51,93,1,1,0.8456159999999999
486,-1,1846,251,75,113,1,1,0.830734
486,-1,1347,348,55,110,1,1,0.662871
486,-1,1059,0,38,27,1,1,0.26703899999999997
487,-1,1269,436,81,115,1,1,0.9258869999999999
487,-1,1393,316,49,106,1,1,0.9205789999999999
487,-1,1192,329,64,116,1,1,0.8851789999999999
487,-1,1846,254,75,111,1,1,0.8850089999999999
487,-1,1289,379,52,92,1,1,0.739082
487,-1,1352,345,48,73,1,1,0.6055119999999999
487,-1,1345,345,53,115,1,1,0.5354289999999999
487,-1,1283,402,45,82,1,1,0.30482899999999996
487,-1,1060,-1,37,27,1,1,0.286039
488,-1,1269,430,76,122,1,1,0.936349
488,-1,1390,315,47,106,1,1,0.916666
488,-1,1842,255,78,108,1,1,0.9022359999999999
488,-1,1191,327,64,113,1,1,0.8953829999999999
488,-1,1334,347,61,110,1,1,0.6543289999999999
488,-1,1279,379,56,98,1,1,0.594256
488,-1,1060,-1,37,27,1,1,0.302509
489,-1,1389,315,46,105,1,1,0.957777
489,-1,1265,426,76,126,1,1,0.949735
489,-1,1841,253,80,108,1,1,0.922214
489,-1,1189,325,59,110,1,1,0.906249
489,-1,1332,344,58,115,1,1,0.7077589999999999
489,-1,1276,382,56,88,1,1,0.350591
489,-1,1060,-1,37,27,1,1,0.303004
490,-1,1385,314,48,103,1,1,0.9462069999999999
490,-1,1263,431,78,120,1,1,0.930172
490,-1,1841,251,80,111,1,1,0.9223159999999999
490,-1,1334,340,57,119,1,1,0.880423
490,-1,1188,326,59,107,1,1,0.847555
490,-1,1270,378,62,93,1,1,0.706145
490,-1,1060,-1,37,27,1,1,0.296718
490,-1,1182,376,37,58,1,1,0.285099
491,-1,1384,314,49,103,1,1,0.94567
491,-1,1841,251,79,110,1,1,0.922325
491,-1,1263,429,78,123,1,1,0.916856
491,-1,1334,340,57,119,1,1,0.865961
491,-1,1189,325,58,108,1,1,0.839897
491,-1,1270,379,61,92,1,1,0.6942459999999999
491,-1,1182,376,37,58,1,1,0.338561
491,-1,1059,-1,37,27,1,1,0.29522499999999996
492,-1,1381,314,51,105,1,1,0.92513
492,-1,1841,252,78,110,1,1,0.91972
492,-1,1263,429,77,122,1,1,0.894884
492,-1,1184,324,53,112,1,1,0.849804
492,-1,1334,342,55,113,1,1,0.803152
492,-1,1260,378,77,93,1,1,0.639654
492,-1,1349,343,48,76,1,1,0.36424399999999996
493,-1,1178,324,55,111,1,1,0.96698
493,-1,1383,313,46,106,1,1,0.931214
493,-1,1840,251,78,110,1,1,0.9081929999999999
493,-1,1272,429,59,117,1,1,0.883185
493,-1,1337,340,53,117,1,1,0.852393
493,-1,1261,390,52,74,1,1,0.510239
493,-1,1346,344,50,74,1,1,0.330764
494,-1,1174,323,57,108,1,1,0.963738
494,-1,1837,250,81,109,1,1,0.948276
494,-1,1258,424,70,120,1,1,0.8755339999999999
494,-1,1382,311,45,106,1,1,0.85597
494,-1,1332,338,56,111,1,1,0.698301
494,-1,1254,398,58,64,1,1,0.299892
495,-1,1174,323,51,108,1,1,0.963262
495,-1,1821,251,94,105,1,1,0.9615229999999999
495,-1,1260,426,66,115,1,1,0.8675999999999999
495,-1,1373,310,52,104,1,1,0.847452
495,-1,1338,335,49,103,1,1,0.700361
495,-1,1251,377,69,84,1,1,0.553931
495,-1,1272,375,57,73,1,1,0.322724
496,-1,1170,323,53,108,1,1,0.9734459999999999
496,-1,1809,251,100,105,1,1,0.9530369999999999
496,-1,1375,305,47,114,1,1,0.936268
496,-1,1259,424,64,115,1,1,0.847448
496,-1,1335,334,48,102,1,1,0.730274
496,-1,1249,378,66,84,1,1,0.570108
496,-1,1277,373,54,75,1,1,0.47293999999999997
497,-1,1170,323,53,108,1,1,0.975394
497,-1,1808,251,101,104,1,1,0.9534659999999999
497,-1,1376,305,46,114,1,1,0.9378209999999999
497,-1,1259,424,64,115,1,1,0.833842
497,-1,1335,334,48,101,1,1,0.741262
497,-1,1247,378,69,84,1,1,0.548955
497,-1,1282,373,49,74,1,1,0.408278
497,-1,1059,-1,37,26,1,1,0.266042
498,-1,1164,322,57,109,1,1,0.967857
498,-1,1376,306,44,111,1,1,0.967256
498,-1,1805,252,99,103,1,1,0.954059
498,-1,1250,387,68,151,1,1,0.798565
498,-1,1336,334,47,98,1,1,0.7012459999999999
498,-1,1059,-1,37,27,1,1,0.29379099999999997
499,-1,1369,307,48,110,1,1,0.9858319999999999
499,-1,1162,322,58,109,1,1,0.958305
499,-1,1800,250,102,103,1,1,0.887168
499,-1,1256,407,59,127,1,1,0.798252
499,-1,1330,335,46,103,1,1,0.797798
499,-1,1060,-1,36,27,1,1,0.289882
499,-1,1283,374,37,68,1,1,0.274615
500,-1,1366,307,47,107,1,1,0.9849519999999999
500,-1,1168,322,48,110,1,1,0.925716
500,-1,1788,256,107,96,1,1,0.9152429999999999
500,-1,1252,409,59,124,1,1,0.898119
500,-1,1326,332,47,107,1,1,0.841094
500,-1,1251,370,64,79,1,1,0.321942
501,-1,1363,306,46,102,1,1,0.9783179999999999
501,-1,1788,254,102,98,1,1,0.950553
501,-1,1159,322,58,111,1,1,0.9030819999999999
501,-1,1251,414,57,120,1,1,0.8948619999999999
501,-1,1326,334,43,102,1,1,0.8744029999999999
501,-1,1254,370,62,80,1,1,0.36279
501,-1,1246,387,56,75,1,1,0.340754
501,-1,1060,-1,36,27,1,1,0.275515
502,-1,1362,305,45,102,1,1,0.9673459999999999
502,-1,1785,253,102,98,1,1,0.95395
502,-1,1320,333,47,104,1,1,0.947994
502,-1,1243,416,62,117,1,1,0.9089379999999999
502,-1,1141,321,73,111,1,1,0.886964
502,-1,1251,367,61,83,1,1,0.302213
502,-1,1060,-1,36,27,1,1,0.282982
502,-1,1243,384,59,80,1,1,0.277766
502,-1,1237,388,63,116,1,1,0.261744
503,-1,1362,305,45,103,1,1,0.967745
503,-1,1785,253,102,98,1,1,0.9561219999999999
503,-1,1320,333,47,104,1,1,0.947082
503,-1,1243,415,62,118,1,1,0.905639
503,-1,1140,321,74,111,1,1,0.87542
503,-1,1237,391,63,112,1,1,0.263888
503,-1,1060,-1,36,26,1,1,0.26034999999999997
504,-1,1786,252,94,100,1,1,0.929697
504,-1,1363,302,41,106,1,1,0.896964
504,-1,1141,321,72,110,1,1,0.8634729999999999
504,-1,1227,414,74,118,1,1,0.791052
504,-1,1322,334,47,100,1,1,0.748485
504,-1,1060,-1,36,27,1,1,0.25282499999999997
505,-1,1141,309,46,112,1,1,0.9680799999999999
505,-1,1341,290,42,119,1,1,0.943156
505,-1,1212,418,55,98,1,1,0.88167
505,-1,1292,323,53,96,1,1,0.8678
505,-1,1755,243,92,104,1,1,0.611684
505,-1,1061,-1,34,27,1,1,0.293446
506,-1,1138,308,48,112,1,1,0.9660099999999999
506,-1,1338,289,45,120,1,1,0.96198
506,-1,1290,323,54,97,1,1,0.868775
506,-1,1211,417,52,101,1,1,0.78598
506,-1,1746,243,98,105,1,1,0.767347
507,-1,1334,289,45,118,1,1,0.9749819999999999
507,-1,1135,307,49,112,1,1,0.963015
507,-1,1287,322,53,99,1,1,0.9228139999999999
507,-1,1739,240,99,107,1,1,0.9111159999999999
507,-1,1208,380,56,136,1,1,0.748463
508,-1,1332,289,45,115,1,1,0.96221
508,-1,1129,308,54,109,1,1,0.945966
508,-1,1284,320,55,100,1,1,0.8957379999999999
508,-1,1745,239,87,108,1,1,0.86585
508,-1,1203,415,54,102,1,1,0.8149369999999999
508,-1,1203,364,65,152,1,1,0.33513499999999996
508,-1,1248,352,32,65,1,1,0.26051799999999997
508,-1,1061,-1,35,27,1,1,0.25447
509,-1,1332,289,45,115,1,1,0.9613929999999999
509,-1,1129,308,54,108,1,1,0.94855
509,-1,1285,319,54,100,1,1,0.906427
509,-1,1745,240,86,107,1,1,0.869481
509,-1,1203,415,53,101,1,1,0.8199599999999999
509,-1,1203,364,65,152,1,1,0.319643
509,-1,1061,-1,35,27,1,1,0.254039
510,-1,1330,290,43,112,1,1,0.95648
510,-1,1127,305,55,112,1,1,0.9179529999999999
510,-1,1282,319,53,103,1,1,0.910739
510,-1,1740,234,87,109,1,1,0.7553909999999999
510,-1,1198,412,61,106,1,1,0.6593709999999999
510,-1,1061,-1,35,26,1,1,0.277396
511,-1,1325,287,45,105,1,1,0.9624149999999999
511,-1,1281,317,52,104,1,1,0.8799359999999999
511,-1,1116,303,59,113,1,1,0.8781329999999999
511,-1,1742,232,83,111,1,1,0.8775759999999999
511,-1,1194,409,61,110,1,1,0.7087789999999999
511,-1,1060,0,36,26,1,1,0.271706
512,-1,1321,287,47,103,1,1,0.967028
512,-1,1126,306,53,110,1,1,0.826885
512,-1,1187,412,66,106,1,1,0.825382
512,-1,1278,316,53,104,1,1,0.793678
512,-1,1757,230,61,110,1,1,0.50608
512,-1,1148,349,40,66,1,1,0.424603
512,-1,1060,-1,36,26,1,1,0.255165
513,-1,1319,286,47,103,1,1,0.968136
513,-1,1114,299,58,118,1,1,0.9349459999999999
513,-1,1745,230,76,111,1,1,0.8916759999999999
513,-1,1277,316,50,102,1,1,0.719459
513,-1,1175,385,80,129,1,1,0.7091489999999999
513,-1,1060,-1,36,27,1,1,0.267198
514,-1,1317,285,47,103,1,1,0.95599
514,-1,1114,298,59,116,1,1,0.9376559999999999
514,-1,1744,233,73,108,1,1,0.89887
514,-1,1176,407,73,110,1,1,0.793607
514,-1,1273,313,54,107,1,1,0.710631
514,-1,1134,329,48,71,1,1,0.311792
514,-1,1060,-1,36,27,1,1,0.29972899999999997
514,-1,1246,326,71,87,1,1,0.280912
514,-1,1242,342,34,42,1,1,0.266662
515,-1,1318,285,46,103,1,1,0.9538709999999999
515,-1,1114,298,59,117,1,1,0.939143
515,-1,1744,232,73,109,1,1,0.905774
515,-1,1176,408,73,109,1,1,0.795173
515,-1,1273,313,54,106,1,1,0.679804
515,-1,1133,328,49,72,1,1,0.336457
515,-1,1246,326,70,86,1,1,0.287076
515,-1,1061,-1,36,27,1,1,0.279669
515,-1,1242,342,34,42,1,1,0.273325
516,-1,1315,284,47,103,1,1,0.944232
516,-1,1738,230,76,109,1,1,0.9245129999999999
516,-1,1114,300,55,116,1,1,0.890945
516,-1,1173,405,72,113,1,1,0.79087
516,-1,1247,314,73,109,1,1,0.611282
516,-1,1142,350,41,65,1,1,0.3228
516,-1,1060,-1,36,28,1,1,0.319612
517,-1,1113,298,60,116,1,1,0.937035
517,-1,1314,282,45,106,1,1,0.916254
517,-1,1738,233,73,105,1,1,0.8855179999999999
517,-1,1244,315,77,105,1,1,0.836452
517,-1,1166,386,77,129,1,1,0.831998
517,-1,1061,-1,36,28,1,1,0.28851499999999997
518,-1,1111,297,61,115,1,1,0.9327949999999999
518,-1,1729,235,81,103,1,1,0.9198529999999999
518,-1,1245,313,72,102,1,1,0.828353
518,-1,1167,374,75,147,1,1,0.795627
518,-1,1308,284,49,101,1,1,0.7716459999999999
518,-1,1060,-1,36,27,1,1,0.255704
518,-1,1291,304,53,79,1,1,0.252478
519,-1,1108,295,66,114,1,1,0.9682099999999999
519,-1,1166,376,74,139,1,1,0.892751
519,-1,1725,234,82,104,1,1,0.839668
519,-1,1310,284,45,100,1,1,0.756594
519,-1,1278,308,48,74,1,1,0.612399
519,-1,1251,309,70,101,1,1,0.493176
519,-1,1060,-1,36,27,1,1,0.268237
520,-1,1712,235,95,102,1,1,0.97592
520,-1,1106,294,67,115,1,1,0.9681569999999999
520,-1,1167,392,66,120,1,1,0.896396
520,-1,1311,279,41,104,1,1,0.728022
520,-1,1286,305,49,76,1,1,0.675013
520,-1,1251,310,66,99,1,1,0.638176
520,-1,1209,346,50,80,1,1,0.36791399999999996
520,-1,1060,-1,35,27,1,1,0.25696399999999997
521,-1,1712,236,94,101,1,1,0.975306
521,-1,1106,294,67,114,1,1,0.967283
521,-1,1168,391,65,121,1,1,0.883756
521,-1,1311,279,41,104,1,1,0.7247899999999999
521,-1,1285,306,49,74,1,1,0.693333
521,-1,1251,310,66,99,1,1,0.6039979999999999
521,-1,1211,344,49,82,1,1,0.32839599999999997
521,-1,1061,-1,34,27,1,1,0.281956
522,-1,1714,235,90,102,1,1,0.9680329999999999
522,-1,1105,292,66,115,1,1,0.9595899999999999
522,-1,1165,392,66,119,1,1,0.939738
522,-1,1245,303,77,105,1,1,0.762841
522,-1,1291,287,56,100,1,1,0.727962
522,-1,1208,341,48,86,1,1,0.343688
522,-1,1060,-1,35,28,1,1,0.285084
523,-1,1102,292,61,107,1,1,0.963757
523,-1,1705,234,93,102,1,1,0.960932
523,-1,1169,395,53,109,1,1,0.8840709999999999
523,-1,1291,289,53,96,1,1,0.802399
523,-1,1266,293,67,108,1,1,0.63206
523,-1,1260,307,52,109,1,1,0.31263399999999997
523,-1,1060,-1,36,27,1,1,0.309404
523,-1,1207,342,47,87,1,1,0.30216499999999996
524,-1,1100,291,59,108,1,1,0.947425
524,-1,1700,234,95,101,1,1,0.939197
524,-1,1290,288,52,97,1,1,0.840846
524,-1,1169,393,51,110,1,1,0.776731
524,-1,1261,293,74,107,1,1,0.6726179999999999
524,-1,1206,339,44,88,1,1,0.41915399999999997
524,-1,1060,-1,36,28,1,1,0.316671
524,-1,1243,308,68,108,1,1,0.303744
525,-1,1098,290,55,109,1,1,0.979138
525,-1,1695,233,92,99,1,1,0.9230769999999999
525,-1,1291,278,53,107,1,1,0.8970049999999999
525,-1,1163,375,58,132,1,1,0.8614799999999999
525,-1,1208,335,45,94,1,1,0.438434
525,-1,1060,-1,35,28,1,1,0.342429
526,-1,1095,289,53,107,1,1,0.9739519999999999
526,-1,1692,234,92,100,1,1,0.962119
526,-1,1281,276,60,109,1,1,0.924086
526,-1,1161,380,57,123,1,1,0.88988
526,-1,1208,334,37,95,1,1,0.554268
526,-1,1060,-1,35,28,1,1,0.346651
527,-1,1096,289,52,107,1,1,0.9739869999999999
527,-1,1692,234,91,100,1,1,0.9663109999999999
527,-1,1281,275,61,109,1,1,0.927314
527,-1,1162,381,56,122,1,1,0.90088
527,-1,1208,334,37,95,1,1,0.484264
527,-1,1061,-1,34,28,1,1,0.296351
528,-1,1093,290,50,106,1,1,0.9755619999999999
528,-1,1696,233,80,101,1,1,0.971314
528,-1,1276,277,62,105,1,1,0.9600679999999999
528,-1,1158,358,63,144,1,1,0.909812
528,-1,1061,-1,34,28,1,1,0.310786
529,-1,1276,274,61,108,1,1,0.954622
529,-1,1695,231,76,103,1,1,0.954398
529,-1,1085,289,54,108,1,1,0.953256
529,-1,1156,365,61,133,1,1,0.921439
529,-1,1061,-1,34,28,1,1,0.288906
530,-1,1280,274,54,105,1,1,0.967374
530,-1,1073,288,63,109,1,1,0.9390719999999999
530,-1,1151,380,55,115,1,1,0.9117649999999999
530,-1,1697,229,70,105,1,1,0.9079079999999999
530,-1,1200,333,43,101,1,1,0.459455
530,-1,1060,-1,35,27,1,1,0.295728
531,-1,1285,272,46,107,1,1,0.9696969999999999
531,-1,1067,287,68,110,1,1,0.9437409999999999
531,-1,1694,227,72,104,1,1,0.9189109999999999
531,-1,1147,370,59,124,1,1,0.9137139999999999
531,-1,1248,295,51,104,1,1,0.7186629999999999
531,-1,1187,351,47,77,1,1,0.511715
531,-1,1061,-1,35,27,1,1,0.265636
532,-1,1284,272,46,105,1,1,0.9704349999999999
532,-1,1067,287,67,112,1,1,0.9519869999999999
532,-1,1140,380,61,114,1,1,0.9309259999999999
532,-1,1693,226,70,103,1,1,0.7990189999999999
532,-1,1189,345,44,87,1,1,0.685937
532,-1,1244,295,50,101,1,1,0.5735939999999999
532,-1,1061,-1,35,27,1,1,0.250822
533,-1,1284,272,46,105,1,1,0.9689329999999999
533,-1,1066,287,68,112,1,1,0.951711
533,-1,1140,379,61,115,1,1,0.929825
533,-1,1692,226,71,103,1,1,0.800211
533,-1,1189,344,44,88,1,1,0.6744399999999999
533,-1,1243,295,51,102,1,1,0.6071
534,-1,1285,270,42,103,1,1,0.9736819999999999
534,-1,1067,286,64,112,1,1,0.962955
534,-1,1126,363,78,129,1,1,0.91186
534,-1,1245,294,48,102,1,1,0.723461
534,-1,1684,223,70,111,1,1,0.6812619999999999
534,-1,1628,219,126,132,1,1,0.460647
534,-1,1182,337,51,94,1,1,0.398522
534,-1,1061,-1,35,27,1,1,0.253423
535,-1,1068,285,61,112,1,1,0.972383
535,-1,1282,270,44,101,1,1,0.968731
535,-1,1120,361,83,129,1,1,0.9399259999999999
535,-1,1234,295,55,101,1,1,0.535565
535,-1,1694,225,56,103,1,1,0.339945
535,-1,1181,348,50,80,1,1,0.33336099999999996
535,-1,1061,-1,35,27,1,1,0.270439
536,-1,1068,283,61,112,1,1,0.981053
536,-1,1279,269,43,103,1,1,0.958349
536,-1,1113,382,78,107,1,1,0.957579
536,-1,1174,332,59,94,1,1,0.792186
536,-1,1234,294,55,104,1,1,0.740715
536,-1,1212,310,71,98,1,1,0.5074029999999999
536,-1,1679,224,65,107,1,1,0.446802
537,-1,1069,282,56,112,1,1,0.982004
537,-1,1279,269,43,105,1,1,0.966563
537,-1,1113,385,76,102,1,1,0.961248
537,-1,1631,215,116,137,1,1,0.7831469999999999
537,-1,1231,292,57,106,1,1,0.758384
537,-1,1170,339,49,80,1,1,0.546117
537,-1,1060,-1,36,27,1,1,0.269848
538,-1,1111,380,77,107,1,1,0.979034
538,-1,1068,281,54,110,1,1,0.9771709999999999
538,-1,1276,268,42,109,1,1,0.9561729999999999
538,-1,1634,216,111,133,1,1,0.910617
538,-1,1176,322,47,93,1,1,0.686685
538,-1,1236,293,47,98,1,1,0.562924
538,-1,1060,-1,36,26,1,1,0.269706
539,-1,1111,381,77,106,1,1,0.978541
539,-1,1068,282,55,110,1,1,0.976503
539,-1,1276,268,42,110,1,1,0.95082
539,-1,1634,217,110,132,1,1,0.920643
539,-1,1175,322,48,93,1,1,0.665314
539,-1,1234,292,51,101,1,1,0.56097
539,-1,1181,314,75,99,1,1,0.281931
540,-1,1110,380,76,107,1,1,0.979116
540,-1,1069,281,48,107,1,1,0.9567979999999999
540,-1,1273,268,46,109,1,1,0.9185
540,-1,1633,216,111,133,1,1,0.865653
540,-1,1176,319,43,95,1,1,0.725119
540,-1,1193,306,81,102,1,1,0.355462
541,-1,1117,379,67,108,1,1,0.9779209999999999
541,-1,1069,281,46,106,1,1,0.938662
541,-1,1631,213,106,140,1,1,0.898129
541,-1,1274,263,41,114,1,1,0.8656929999999999
541,-1,1173,320,45,95,1,1,0.6244689999999999
541,-1,1221,293,58,103,1,1,0.582144
542,-1,1116,377,65,109,1,1,0.975602
542,-1,1069,280,44,106,1,1,0.922557
542,-1,1168,320,46,96,1,1,0.880836
542,-1,1630,203,103,149,1,1,0.877339
542,-1,1273,264,41,112,1,1,0.814055
542,-1,1203,298,68,110,1,1,0.735954
543,-1,1119,376,59,108,1,1,0.974775
543,-1,1070,279,42,104,1,1,0.930642
543,-1,1630,204,99,149,1,1,0.917725
543,-1,1262,265,48,113,1,1,0.91223
543,-1,1218,294,55,92,1,1,0.44584599999999996
543,-1,1173,312,42,101,1,1,0.27888199999999996
544,-1,1119,373,56,109,1,1,0.964661
544,-1,1256,262,54,116,1,1,0.9425399999999999
544,-1,1068,277,44,107,1,1,0.909337
544,-1,1633,208,90,145,1,1,0.7745489999999999
544,-1,1167,313,46,103,1,1,0.599997
544,-1,1177,300,85,106,1,1,0.48961
544,-1,1205,293,69,96,1,1,0.426631
545,-1,1119,374,56,108,1,1,0.9642109999999999
545,-1,1257,261,53,116,1,1,0.9447209999999999
545,-1,1068,277,44,107,1,1,0.908231
545,-1,1631,208,92,145,1,1,0.784636
545,-1,1167,313,47,102,1,1,0.642084
545,-1,1175,300,85,107,1,1,0.544017
545,-1,1206,292,69,99,1,1,0.44872399999999996
546,-1,1257,260,49,115,1,1,0.9561029999999999
546,-1,1066,276,44,109,1,1,0.9492879999999999
546,-1,1116,370,57,111,1,1,0.9450569999999999
546,-1,1164,317,46,99,1,1,0.8142699999999999
546,-1,1629,211,93,137,1,1,0.706347
546,-1,1213,291,57,97,1,1,0.394763
547,-1,1258,260,47,113,1,1,0.9663689999999999
547,-1,1111,369,52,111,1,1,0.948577
547,-1,1065,274,45,112,1,1,0.932205
547,-1,1164,313,42,102,1,1,0.713908
547,-1,1632,226,78,116,1,1,0.643926
547,-1,1219,292,47,92,1,1,0.586421
547,-1,1168,299,62,106,1,1,0.382639
548,-1,1108,364,56,119,1,1,0.9686539999999999
548,-1,1256,262,46,109,1,1,0.946583
548,-1,1063,273,44,113,1,1,0.933298
548,-1,1156,317,45,103,1,1,0.8130189999999999
548,-1,1219,278,47,103,1,1,0.8084819999999999
548,-1,1172,294,63,110,1,1,0.34333199999999997
549,-1,1104,363,55,120,1,1,0.963521
549,-1,1256,261,43,109,1,1,0.931295
549,-1,1059,273,48,113,1,1,0.92907
549,-1,1222,281,43,98,1,1,0.73129
549,-1,1632,212,84,119,1,1,0.6782349999999999
549,-1,1155,332,33,90,1,1,0.461092
550,-1,1099,363,58,121,1,1,0.973764
550,-1,1054,273,46,113,1,1,0.908465
550,-1,1250,258,50,113,1,1,0.840121
550,-1,1220,280,42,99,1,1,0.673643
550,-1,1153,315,43,104,1,1,0.5919749999999999
550,-1,1631,207,86,138,1,1,0.5319619999999999
551,-1,1099,362,58,121,1,1,0.9754569999999999
551,-1,1055,273,46,113,1,1,0.9118529999999999
551,-1,1249,257,51,113,1,1,0.8385039999999999
551,-1,1220,279,42,100,1,1,0.629626
551,-1,1153,315,44,104,1,1,0.574437
551,-1,1631,207,87,139,1,1,0.49777899999999997
552,-1,1094,363,58,120,1,1,0.979626
552,-1,1250,255,46,106,1,1,0.919326
552,-1,1042,271,59,111,1,1,0.906254
552,-1,1212,279,49,100,1,1,0.684425
552,-1,1629,210,82,134,1,1,0.542536
552,-1,1149,326,37,86,1,1,0.374865
553,-1,1074,352,52,118,1,1,0.956154
553,-1,1600,209,69,104,1,1,0.9269609999999999
553,-1,1032,260,54,116,1,1,0.9164669999999999
553,-1,1222,250,52,107,1,1,0.8991739999999999
553,-1,1133,301,46,98,1,1,0.891396
553,-1,1195,270,40,98,1,1,0.594028
554,-1,1073,346,49,122,1,1,0.9573929999999999
554,-1,1030,257,56,117,1,1,0.938512
554,-1,1600,206,68,105,1,1,0.9311229999999999
554,-1,1223,248,49,111,1,1,0.913916
554,-1,1130,298,46,98,1,1,0.877504
554,-1,1192,270,41,97,1,1,0.843355
554,-1,1209,261,51,111,1,1,0.365509
555,-1,1029,257,55,116,1,1,0.9675009999999999
555,-1,1072,347,47,115,1,1,0.967012
555,-1,1222,246,46,107,1,1,0.9554189999999999
555,-1,1599,205,64,105,1,1,0.8971469999999999
555,-1,1129,298,46,100,1,1,0.783844
555,-1,1193,271,37,91,1,1,0.485058
555,-1,1122,320,38,80,1,1,0.30882899999999996
556,-1,1070,344,45,114,1,1,0.9775039999999999
556,-1,1026,256,52,116,1,1,0.960352
556,-1,1222,247,45,102,1,1,0.958109
556,-1,1129,296,44,99,1,1,0.816318
556,-1,1601,202,59,106,1,1,0.782253
556,-1,1193,269,35,95,1,1,0.683232
556,-1,1120,320,39,78,1,1,0.40099599999999996
557,-1,1070,344,45,114,1,1,0.977787
557,-1,1026,256,52,117,1,1,0.956355
557,-1,1221,247,46,103,1,1,0.953764
557,-1,1129,295,43,100,1,1,0.785594
557,-1,1601,202,59,106,1,1,0.7562439999999999
557,-1,1193,270,35,94,1,1,0.611352
557,-1,1120,320,39,78,1,1,0.415286
558,-1,1066,345,49,111,1,1,0.9829789999999999
558,-1,1220,246,45,101,1,1,0.9658789999999999
558,-1,1023,255,50,114,1,1,0.9426829999999999
558,-1,1125,296,47,102,1,1,0.721437
558,-1,1595,204,55,101,1,1,0.5907629999999999
558,-1,1192,273,33,90,1,1,0.45861399999999997
559,-1,1064,344,47,110,1,1,0.984146
559,-1,1218,244,43,102,1,1,0.962553
559,-1,1020,253,49,117,1,1,0.95455
559,-1,1120,298,44,100,1,1,0.809977
559,-1,1588,201,66,106,1,1,0.537253
559,-1,1191,279,32,86,1,1,0.311926
560,-1,1058,345,54,107,1,1,0.97495
560,-1,1022,255,42,109,1,1,0.948859
560,-1,1216,243,42,102,1,1,0.9487829999999999
560,-1,1571,204,85,101,1,1,0.936931
560,-1,1116,295,46,101,1,1,0.833245
560,-1,1191,261,32,90,1,1,0.545016
561,-1,1044,343,67,108,1,1,0.975725
561,-1,1015,252,47,114,1,1,0.944904
561,-1,1215,242,42,104,1,1,0.8565079999999999
561,-1,1563,203,77,104,1,1,0.836409
561,-1,1117,295,47,101,1,1,0.730972
561,-1,1190,258,34,93,1,1,0.6016889999999999
561,-1,1060,-1,35,26,1,1,0.27067399999999997
562,-1,1036,342,71,110,1,1,0.9819359999999999
562,-1,1001,253,60,112,1,1,0.914234
562,-1,1115,294,45,103,1,1,0.848274
562,-1,1210,241,43,106,1,1,0.8370529999999999
562,-1,1556,205,83,100,1,1,0.813041
562,-1,1184,252,40,104,1,1,0.6250279999999999
562,-1,1060,-1,35,26,1,1,0.27982999999999997
563,-1,1036,341,71,111,1,1,0.983556
563,-1,1002,253,59,111,1,1,0.9211729999999999
563,-1,1115,294,46,104,1,1,0.854165
563,-1,1556,205,83,100,1,1,0.8476699999999999
563,-1,1209,240,44,107,1,1,0.8471339999999999
563,-1,1184,250,41,107,1,1,0.5978049999999999
563,-1,1060,-1,35,27,1,1,0.32020499999999996
564,-1,1033,341,74,112,1,1,0.981684
564,-1,999,254,61,109,1,1,0.9235549999999999
564,-1,1114,293,49,104,1,1,0.89513
564,-1,1180,257,39,102,1,1,0.8890349999999999
564,-1,1557,203,79,102,1,1,0.8773679999999999
564,-1,1211,239,42,109,1,1,0.817723
564,-1,1059,-1,36,26,1,1,0.35019
565,-1,1032,339,71,115,1,1,0.978193
565,-1,1000,250,57,112,1,1,0.927229
565,-1,1552,204,82,99,1,1,0.908733
565,-1,1208,237,43,103,1,1,0.8604259999999999
565,-1,1178,258,39,97,1,1,0.8512799999999999
565,-1,1111,288,54,108,1,1,0.8268249999999999
565,-1,1060,-1,35,27,1,1,0.363938
566,-1,1030,338,73,116,1,1,0.9777359999999999
566,-1,1000,250,56,113,1,1,0.952156
566,-1,1175,257,41,100,1,1,0.908793
566,-1,1108,287,56,108,1,1,0.9049159999999999
566,-1,1556,201,76,101,1,1,0.865661
566,-1,1208,234,41,108,1,1,0.845185
566,-1,1060,-1,36,26,1,1,0.35658599999999996
567,-1,1030,337,69,115,1,1,0.981275
567,-1,999,249,54,114,1,1,0.958484
567,-1,1168,255,47,101,1,1,0.8589829999999999
567,-1,1108,286,51,109,1,1,0.824017
567,-1,1205,236,41,112,1,1,0.7973629999999999
567,-1,1178,244,56,110,1,1,0.736738
567,-1,1557,199,76,99,1,1,0.715128
567,-1,1060,-1,36,27,1,1,0.361496
568,-1,1027,337,68,114,1,1,0.9782299999999999
568,-1,1000,247,52,115,1,1,0.9679439999999999
568,-1,1103,287,55,106,1,1,0.870413
568,-1,1167,253,49,102,1,1,0.8651209999999999
568,-1,1203,232,43,113,1,1,0.736414
568,-1,1556,197,70,101,1,1,0.682352
568,-1,1060,-1,36,27,1,1,0.330011
569,-1,1028,337,68,114,1,1,0.97817
569,-1,1000,248,51,115,1,1,0.9688709999999999
569,-1,1103,287,56,107,1,1,0.87978
569,-1,1168,253,48,102,1,1,0.875834
569,-1,1203,232,43,113,1,1,0.728833
569,-1,1557,197,69,101,1,1,0.694275
569,-1,1060,-1,35,26,1,1,0.30878099999999997
570,-1,1030,336,63,113,1,1,0.9883449999999999
