frame_number,id,xmin,ymin,width,height,visibility,class,confidence
1246,-1,705,176,52,142,1,1,0.977638
1247,-1,1320,360,62,142,1,1,0.9932489999999999
1247,-1,1267,348,60,139,1,1,0.9850709999999999
1247,-1,1438,360,71,152,1,1,0.98252
1247,-1,707,175,54,144,1,1,0.9743799999999999
1248,-1,1440,359,67,152,1,1,0.987452
1248,-1,1320,361,62,138,1,1,0.9858549999999999
1248,-1,709,175,51,142,1,1,0.974773
1248,-1,1268,348,62,140,1,1,0.970839
1249,-1,1319,361,63,139,1,1,0.9892449999999999
1249,-1,1438,360,69,151,1,1,0.989111
1249,-1,708,174,53,143,1,1,0.975683
1249,-1,1268,348,62,139,1,1,0.9723499999999999
1250,-1,1438,355,68,155,1,1,0.9902799999999999
1250,-1,1318,360,64,141,1,1,0.982281
1250,-1,711,175,51,141,1,1,0.964116
1250,-1,1269,348,61,140,1,1,0.95256
1251,-1,1440,352,66,157,1,1,0.9897189999999999
1251,-1,1320,360,61,140,1,1,0.979379
1251,-1,1274,348,62,129,1,1,0.955645
1251,-1,708,173,55,145,1,1,0.9322119999999999
1251,-1,1750,-1,28,16,1,1,0.275167
1252,-1,1438,352,68,156,1,1,0.990981
1252,-1,1319,359,61,143,1,1,0.989297
1252,-1,1276,346,60,132,1,1,0.9672989999999999
1252,-1,715,172,52,144,1,1,0.9455549999999999
1252,-1,1750,-1,28,15,1,1,0.250595
1253,-1,1318,359,62,143,1,1,0.990451
1253,-1,1438,353,65,154,1,1,0.9904489999999999
1253,-1,1277,346,59,132,1,1,0.9760099999999999
1253,-1,717,171,55,140,1,1,0.973594
1253,-1,1749,-1,28,15,1,1,0.27949599999999997
1254,-1,1437,351,65,155,1,1,0.9923909999999999
1254,-1,1319,359,60,141,1,1,0.9879739999999999
1254,-1,1277,346,62,132,1,1,0.977772
1254,-1,720,170,55,137,1,1,0.9714419999999999
1254,-1,960,-1,35,71,1,1,0.321127
1254,-1,1750,-1,28,15,1,1,0.25083099999999997
1255,-1,1437,350,65,156,1,1,0.992381
1255,-1,1320,359,60,141,1,1,0.98747
1255,-1,1276,345,63,132,1,1,0.976783
1255,-1,719,169,56,138,1,1,0.971016
1255,-1,960,-1,35,72,1,1,0.34504799999999997
1256,-1,1436,351,66,156,1,1,0.9924499999999999
1256,-1,1318,358,61,142,1,1,0.9883909999999999
1256,-1,722,168,58,140,1,1,0.983255
1256,-1,1281,344,58,135,1,1,0.974896
1256,-1,960,-1,35,72,1,1,0.34413299999999997
1257,-1,1436,352,65,153,1,1,0.992084
1257,-1,1318,359,62,145,1,1,0.987128
1257,-1,729,167,53,141,1,1,0.9830979999999999
1257,-1,1283,342,56,137,1,1,0.9710759999999999
1257,-1,960,-1,36,72,1,1,0.33520099999999997
1258,-1,1436,349,65,156,1,1,0.99261
1258,-1,1318,358,61,146,1,1,0.988312
1258,-1,733,167,51,137,1,1,0.983208
1258,-1,1284,341,56,138,1,1,0.9698749999999999
1259,-1,1437,350,62,155,1,1,0.991393
1259,-1,1318,358,62,146,1,1,0.986776
1259,-1,736,165,50,136,1,1,0.974105
1259,-1,1285,340,57,140,1,1,0.965842
1259,-1,960,-1,36,72,1,1,0.3381
1260,-1,1436,351,62,153,1,1,0.991907
1260,-1,735,165,55,139,1,1,0.987756
1260,-1,1317,357,64,147,1,1,0.9804569999999999
1260,-1,1287,340,56,140,1,1,0.9681139999999999
1260,-1,960,-1,36,72,1,1,0.38173399999999996
1261,-1,1436,351,62,153,1,1,0.991946
1261,-1,735,165,55,138,1,1,0.986985
1261,-1,1317,356,64,147,1,1,0.9830829999999999
1261,-1,1287,340,56,140,1,1,0.966754
1261,-1,960,-1,36,72,1,1,0.369368
1262,-1,1436,350,63,153,1,1,0.991358
1262,-1,737,163,55,140,1,1,0.9903639999999999
1262,-1,1315,356,66,148,1,1,0.979957
1262,-1,1290,340,53,141,1,1,0.952649
1262,-1,960,-1,36,72,1,1,0.35379099999999997
1263,-1,1416,354,74,150,1,1,0.9908899999999999
1263,-1,769,159,55,134,1,1,0.975447
1263,-1,1319,348,64,154,1,1,0.97422
1263,-1,1297,336,52,144,1,1,0.757694
1263,-1,1743,-1,29,23,1,1,0.590976
1263,-1,960,-1,36,71,1,1,0.342485
1264,-1,1415,355,74,149,1,1,0.992324
1264,-1,1318,347,64,155,1,1,0.976077
1264,-1,777,156,51,137,1,1,0.967648
1264,-1,1297,337,53,143,1,1,0.66923
1264,-1,1742,-1,29,24,1,1,0.595375
1264,-1,960,-1,36,71,1,1,0.288801
1265,-1,1415,354,73,150,1,1,0.9931589999999999
1265,-1,781,157,49,135,1,1,0.9756319999999999
1265,-1,1317,347,65,155,1,1,0.975355
1265,-1,1743,-1,27,24,1,1,0.602459
1265,-1,1298,336,52,144,1,1,0.5961989999999999
1266,-1,1414,354,73,148,1,1,0.9925759999999999
1266,-1,1316,346,66,156,1,1,0.977721
1266,-1,785,153,47,140,1,1,0.964239
1266,-1,1741,-1,28,24,1,1,0.649763
1266,-1,1302,337,46,142,1,1,0.56219
1266,-1,960,-1,36,71,1,1,0.290404
1267,-1,1414,353,73,149,1,1,0.993282
1267,-1,1316,347,66,156,1,1,0.9817809999999999
1267,-1,784,153,48,140,1,1,0.966406
1267,-1,1741,-1,28,24,1,1,0.624525
1267,-1,1298,337,52,142,1,1,0.5495979999999999
1268,-1,1413,353,75,149,1,1,0.993208
1268,-1,1315,348,68,156,1,1,0.983074
1268,-1,788,155,46,137,1,1,0.921182
1268,-1,1738,-1,31,25,1,1,0.680202
1268,-1,1302,337,46,142,1,1,0.553631
1269,-1,1412,354,75,147,1,1,0.9916069999999999
1269,-1,1314,347,69,157,1,1,0.9806959999999999
1269,-1,792,153,45,137,1,1,0.8985139999999999
1269,-1,1740,-1,30,25,1,1,0.703274
1269,-1,1299,338,51,139,1,1,0.42778499999999997
1270,-1,1408,354,79,148,1,1,0.9928849999999999
1270,-1,1313,347,71,158,1,1,0.9822519999999999
1270,-1,791,154,50,135,1,1,0.973719
1270,-1,1740,-2,32,26,1,1,0.6123029999999999
1270,-1,1299,337,51,139,1,1,0.36171
1271,-1,1407,356,78,146,1,1,0.994273
1271,-1,1313,346,71,158,1,1,0.9829479999999999
1271,-1,794,151,47,134,1,1,0.950642
1271,-1,1738,-1,34,25,1,1,0.698433
1272,-1,1406,357,78,146,1,1,0.9940359999999999
1272,-1,1310,343,75,163,1,1,0.9838389999999999
1272,-1,793,151,51,135,1,1,0.966672
1272,-1,1738,-2,34,26,1,1,0.691426
1272,-1,960,-1,35,72,1,1,0.27544599999999997
1273,-1,1407,356,77,146,1,1,0.994288
1273,-1,1310,343,75,163,1,1,0.9858309999999999
1273,-1,793,152,51,135,1,1,0.9670599999999999
1273,-1,1736,-2,36,26,1,1,0.640856
1273,-1,960,-2,34,73,1,1,0.299042
1274,-1,1407,355,76,147,1,1,0.994312
1274,-1,1308,341,79,166,1,1,0.986572
1274,-1,793,152,54,135,1,1,0.971664
1274,-1,1736,-1,35,26,1,1,0.6078709999999999
1274,-1,959,-1,36,71,1,1,0.269401
1275,-1,1406,355,77,147,1,1,0.993992
1275,-1,1308,339,81,168,1,1,0.9855849999999999
1275,-1,793,151,56,136,1,1,0.971189
1275,-1,1736,-2,37,29,1,1,0.597483
1275,-1,960,-1,35,72,1,1,0.368664
1276,-1,1406,356,75,146,1,1,0.993767
1276,-1,1309,341,85,166,1,1,0.985567
1276,-1,796,151,55,133,1,1,0.9795389999999999
1276,-1,1737,-2,35,29,1,1,0.604074
1276,-1,959,-1,36,72,1,1,0.297313
1277,-1,1405,354,77,148,1,1,0.9941359999999999
1277,-1,1309,342,85,164,1,1,0.9863449999999999
1277,-1,803,148,51,137,1,1,0.9811949999999999
1277,-1,1737,-2,34,31,1,1,0.634068
1277,-1,960,-1,36,72,1,1,0.383106
1278,-1,1405,353,77,148,1,1,0.9929349999999999
1278,-1,1310,344,89,163,1,1,0.9879669999999999
1278,-1,806,147,49,137,1,1,0.9826699999999999
1278,-1,1738,-1,33,28,1,1,0.606606
1279,-1,1405,352,77,150,1,1,0.993512
1279,-1,1308,341,90,166,1,1,0.987854
1279,-1,806,147,49,138,1,1,0.983211
1279,-1,1738,-2,34,29,1,1,0.615062
1279,-1,959,-1,36,72,1,1,0.287828
1280,-1,1404,350,78,152,1,1,0.99356
1280,-1,1307,343,90,164,1,1,0.9881639999999999
1280,-1,808,144,50,139,1,1,0.971316
1280,-1,1737,-2,36,29,1,1,0.5754779999999999
1280,-1,960,-1,35,72,1,1,0.34964
1281,-1,1404,350,76,152,1,1,0.9931359999999999
1281,-1,1305,341,94,166,1,1,0.988228
1281,-1,810,143,51,140,1,1,0.9720909999999999
1281,-1,1736,-2,37,29,1,1,0.5812499999999999
1281,-1,960,-1,35,72,1,1,0.432689
1282,-1,1405,351,74,152,1,1,0.993838
1282,-1,1306,341,88,167,1,1,0.9887239999999999
1282,-1,817,143,46,134,1,1,0.933978
1282,-1,1737,-2,36,29,1,1,0.562673
1282,-1,961,-1,34,72,1,1,0.481118
1283,-1,1406,351,72,151,1,1,0.995228
1283,-1,1306,343,82,165,1,1,0.992058
1283,-1,816,142,49,141,1,1,0.974587
1283,-1,1736,-2,38,28,1,1,0.509494
1283,-1,961,-1,34,71,1,1,0.48067
1284,-1,1408,353,69,149,1,1,0.9951
1284,-1,1307,344,82,163,1,1,0.9921479999999999
1284,-1,819,142,50,139,1,1,0.977773
1284,-1,961,-1,34,71,1,1,0.6225959999999999
1284,-1,1736,-2,37,29,1,1,0.561071
1285,-1,1407,352,70,150,1,1,0.994803
1285,-1,1307,344,84,163,1,1,0.9917459999999999
1285,-1,818,142,50,139,1,1,0.9792329999999999
1285,-1,961,-1,36,72,1,1,0.6471779999999999
1285,-1,1737,-2,37,29,1,1,0.572893
1286,-1,1406,349,71,153,1,1,0.9947149999999999
1286,-1,1308,345,81,161,1,1,0.9934369999999999
1286,-1,819,141,52,138,1,1,0.957178
1286,-1,961,-1,36,71,1,1,0.588944
1286,-1,1736,-2,38,29,1,1,0.557222
1287,-1,1404,347,74,156,1,1,0.993718
1287,-1,1308,344,82,162,1,1,0.9922219999999999
1287,-1,820,141,52,137,1,1,0.9542809999999999
1287,-1,1737,-2,37,29,1,1,0.471302
1287,-1,960,-1,38,71,1,1,0.439861
1288,-1,1405,346,72,157,1,1,0.995412
1288,-1,1308,347,81,160,1,1,0.9947779999999999
1288,-1,820,141,54,131,1,1,0.958638
1288,-1,1737,-2,37,30,1,1,0.560138
1288,-1,959,-1,39,72,1,1,0.439243
1289,-1,1405,348,70,155,1,1,0.994686
1289,-1,1310,348,82,158,1,1,0.9934369999999999
1289,-1,821,141,58,129,1,1,0.9603659999999999
1289,-1,1736,-2,37,32,1,1,0.594236
1289,-1,959,-1,39,72,1,1,0.402323
1290,-1,1405,348,71,155,1,1,0.994593
1290,-1,1311,350,79,157,1,1,0.9926839999999999
1290,-1,821,141,61,130,1,1,0.9523809999999999
1290,-1,1737,-2,39,32,1,1,0.658343
1290,-1,959,-1,38,72,1,1,0.471709
1290,-1,1806,-1,29,16,1,1,0.308231
1291,-1,1405,346,71,157,1,1,0.995008
1291,-1,1312,350,78,157,1,1,0.9929119999999999
1291,-1,821,141,61,130,1,1,0.9520299999999999
1291,-1,1737,-2,38,32,1,1,0.639409
1291,-1,960,-1,38,72,1,1,0.386011
1291,-1,1806,-1,29,15,1,1,0.283118
1292,-1,1406,344,69,158,1,1,0.995328
1292,-1,1312,348,77,159,1,1,0.9926299999999999
1292,-1,820,141,65,129,1,1,0.965007
1292,-1,1737,-2,36,30,1,1,0.533087
1293,-1,1405,343,70,159,1,1,0.995169
1293,-1,1312,348,77,159,1,1,0.9942399999999999
1293,-1,822,140,64,131,1,1,0.9620209999999999
1293,-1,1737,-2,36,35,1,1,0.5874809999999999
1293,-1,959,-1,39,71,1,1,0.281323
1293,-1,1805,-1,29,14,1,1,0.254364
1294,-1,1312,349,74,157,1,1,0.995513
1294,-1,1403,342,72,158,1,1,0.9949969999999999
1294,-1,825,139,63,133,1,1,0.963526
1294,-1,1736,-2,36,38,1,1,0.6888329999999999
1294,-1,960,-1,37,71,1,1,0.311284
1294,-1,1691,-2,28,19,1,1,0.294248
1294,-1,1804,-1,29,14,1,1,0.27100799999999997
1295,-1,1310,348,77,158,1,1,0.9962719999999999
1295,-1,1403,343,72,158,1,1,0.995467
1295,-1,830,138,60,131,1,1,0.961773
1295,-1,1735,-2,37,38,1,1,0.6972929999999999
1295,-1,961,-1,36,72,1,1,0.389976
1295,-1,1689,-2,30,19,1,1,0.38828999999999997
1295,-1,1803,-1,31,16,1,1,0.387115
1296,-1,1310,348,78,158,1,1,0.996369
1296,-1,1402,343,72,157,1,1,0.9953879999999999
1296,-1,832,137,61,130,1,1,0.978937
1296,-1,1735,-2,38,39,1,1,0.7698229999999999
1296,-1,1803,-1,32,17,1,1,0.458844
1296,-1,1689,-2,31,19,1,1,0.438079
1296,-1,961,-1,36,72,1,1,0.404155
1297,-1,1310,348,78,158,1,1,0.9962289999999999
1297,-1,1401,342,74,158,1,1,0.9951859999999999
1297,-1,832,137,61,129,1,1,0.981358
1297,-1,1735,-2,36,39,1,1,0.7608509999999999
1297,-1,1688,-2,32,21,1,1,0.455206
1297,-1,1803,-1,31,16,1,1,0.448577
1297,-1,960,-1,37,72,1,1,0.308525
1297,-1,1678,-1,34,25,1,1,0.270654
1298,-1,1310,346,78,159,1,1,0.996374
1298,-1,1402,340,74,162,1,1,0.995602
1298,-1,837,136,57,128,1,1,0.9823419999999999
1298,-1,1735,-2,38,39,1,1,0.730487
1298,-1,1804,-1,32,16,1,1,0.42096999999999996
1298,-1,960,-1,37,71,1,1,0.409022
1298,-1,1687,-2,33,19,1,1,0.378618
1298,-1,1676,-1,37,25,1,1,0.270746
1299,-1,1310,346,79,159,1,1,0.99656
1299,-1,1401,339,79,163,1,1,0.9942289999999999
1299,-1,841,134,57,132,1,1,0.98696
1299,-1,1736,-2,37,40,1,1,0.668929
1299,-1,1804,-1,31,16,1,1,0.35695299999999996
1299,-1,1687,-2,34,19,1,1,0.325968
1299,-1,960,-1,37,71,1,1,0.316847
1299,-1,1676,-1,37,27,1,1,0.290312
1300,-1,1311,346,77,159,1,1,0.9963059999999999
1300,-1,1400,343,78,158,1,1,0.992807
1300,-1,849,133,51,132,1,1,0.982702
1300,-1,1735,-2,38,41,1,1,0.544364
1300,-1,1686,-2,36,20,1,1,0.38702899999999996
1300,-1,960,-1,37,71,1,1,0.380747
1300,-1,1803,-1,32,18,1,1,0.373992
1301,-1,1311,346,78,160,1,1,0.995857
1301,-1,1401,340,79,160,1,1,0.989246
1301,-1,852,132,51,133,1,1,0.987792
1301,-1,1734,-2,38,42,1,1,0.611929
1301,-1,960,-1,37,71,1,1,0.5089279999999999
1301,-1,1676,-1,37,27,1,1,0.402256
1301,-1,1804,-1,31,19,1,1,0.385335
1301,-1,1686,-2,36,21,1,1,0.356241
1302,-1,1310,345,76,160,1,1,0.996273
1302,-1,1402,339,79,161,1,1,0.9868119999999999
1302,-1,856,130,48,137,1,1,0.9866619999999999
1302,-1,1733,-2,38,42,1,1,0.636988
1302,-1,1802,-1,32,20,1,1,0.376361
1302,-1,1675,-1,37,29,1,1,0.36182899999999996
1302,-1,960,-1,37,71,1,1,0.339312
1302,-1,1685,-2,38,21,1,1,0.278153
1303,-1,1309,345,77,160,1,1,0.996239
1303,-1,855,130,49,137,1,1,0.988618
1303,-1,1403,339,78,160,1,1,0.986568
1303,-1,1733,-1,39,41,1,1,0.671418
1303,-1,1803,-1,32,19,1,1,0.408124
1303,-1,1675,-1,37,29,1,1,0.400957
1303,-1,960,-1,36,71,1,1,0.36225599999999997
1303,-1,1684,-2,40,22,1,1,0.265245
1304,-1,1309,343,77,161,1,1,0.9954179999999999
1304,-1,857,128,49,139,1,1,0.986875
1304,-1,1402,338,82,162,1,1,0.9854919999999999
1304,-1,1733,-2,38,41,1,1,0.681967
1304,-1,1803,-1,32,18,1,1,0.430606
1304,-1,1676,-1,36,27,1,1,0.35111
1305,-1,1309,343,78,160,1,1,0.99383
1305,-1,858,126,48,141,1,1,0.979969
1305,-1,1400,338,87,160,1,1,0.9786659999999999
1305,-1,1733,-1,37,39,1,1,0.6565639999999999
1305,-1,1803,-1,31,18,1,1,0.407564
1305,-1,1675,-1,33,32,1,1,0.368372
1306,-1,1310,342,78,161,1,1,0.993269
1306,-1,860,128,48,138,1,1,0.960571
1306,-1,1405,344,86,148,1,1,0.9477399999999999
1306,-1,1733,-2,37,40,1,1,0.639782
1306,-1,1803,-1,30,18,1,1,0.463001
1306,-1,1677,-1,30,31,1,1,0.375855
1307,-1,1310,343,78,160,1,1,0.995289
1307,-1,1405,342,84,151,1,1,0.9632179999999999
1307,-1,864,128,47,138,1,1,0.9363499999999999
1307,-1,1732,-2,39,40,1,1,0.5692699999999999
1307,-1,1676,-2,32,32,1,1,0.432938
1307,-1,1803,-1,31,19,1,1,0.431971
1307,-1,960,-1,36,72,1,1,0.398174
1308,-1,1311,343,77,158,1,1,0.9957699999999999
1308,-1,1404,341,88,153,1,1,0.9653079999999999
1308,-1,867,126,45,135,1,1,0.963989
1308,-1,1732,-2,39,41,1,1,0.6073339999999999
1308,-1,1803,-1,30,19,1,1,0.500663
1308,-1,1675,-1,31,30,1,1,0.404381
1308,-1,960,-1,36,71,1,1,0.35777
1309,-1,1311,343,77,158,1,1,0.995498
1309,-1,1404,342,88,153,1,1,0.967584
1309,-1,866,126,47,135,1,1,0.9655429999999999
1309,-1,1732,-2,39,41,1,1,0.609292
1309,-1,1803,-1,30,19,1,1,0.539924
1309,-1,1674,-1,32,31,1,1,0.439889
1309,-1,959,-1,37,72,1,1,0.335327
1310,-1,1310,342,80,158,1,1,0.9943559999999999
1310,-1,866,126,50,135,1,1,0.978617
1310,-1,1405,342,91,152,1,1,0.95436
1310,-1,1733,-2,38,41,1,1,0.628393
1310,-1,1803,-1,29,20,1,1,0.4981
1310,-1,1675,-1,32,32,1,1,0.48024
1310,-1,959,-1,37,72,1,1,0.46227599999999996
1311,-1,1310,342,78,158,1,1,0.9946429999999999
1311,-1,866,125,51,132,1,1,0.976343
1311,-1,1409,346,87,145,1,1,0.9312419999999999
1311,-1,1732,-2,39,41,1,1,0.6906289999999999
1311,-1,959,-1,37,72,1,1,0.50773
1311,-1,1803,-1,30,18,1,1,0.44025699999999995
1311,-1,1672,-1,36,31,1,1,0.40074699999999996
1312,-1,1311,341,77,158,1,1,0.9923519999999999
1312,-1,867,124,52,135,1,1,0.962781
1312,-1,1405,345,93,148,1,1,0.959379
1312,-1,1732,-2,39,41,1,1,0.674878
1312,-1,1672,-1,37,32,1,1,0.521992
1312,-1,1802,-1,32,20,1,1,0.38183799999999996
1312,-1,960,-1,35,71,1,1,0.305456
1313,-1,1311,341,76,158,1,1,0.992267
1313,-1,869,123,51,134,1,1,0.972575
1313,-1,1406,346,95,149,1,1,0.9724459999999999
1313,-1,1732,-2,39,41,1,1,0.6446959999999999
1313,-1,1672,-1,35,32,1,1,0.473888
1313,-1,960,-1,35,71,1,1,0.465624
1313,-1,1802,-1,33,23,1,1,0.364085
1314,-1,1310,341,77,159,1,1,0.992247
1314,-1,1407,346,94,150,1,1,0.963494
1314,-1,871,124,50,133,1,1,0.9482379999999999
1314,-1,1732,-2,39,41,1,1,0.586186
1314,-1,1673,-1,33,36,1,1,0.505423
1314,-1,1803,-2,29,24,1,1,0.403236
1314,-1,962,-1,32,72,1,1,0.373003
1315,-1,1311,341,77,159,1,1,0.9925109999999999
1315,-1,1407,345,94,149,1,1,0.966679
1315,-1,872,124,49,132,1,1,0.950191
1315,-1,1732,-2,39,41,1,1,0.566573
1315,-1,1672,-1,33,35,1,1,0.435255
1315,-1,1803,-1,30,24,1,1,0.360269
1315,-1,962,-1,32,72,1,1,0.357628
1316,-1,1311,341,78,158,1,1,0.9941009999999999
1316,-1,1406,349,97,147,1,1,0.975556
1316,-1,873,123,51,133,1,1,0.958602
1316,-1,1730,-1,41,46,1,1,0.616807
1316,-1,961,-1,33,72,1,1,0.519933
1316,-1,1668,-1,39,33,1,1,0.49344899999999997
1316,-1,1803,-1,30,25,1,1,0.291587
1317,-1,1311,339,78,160,1,1,0.9930739999999999
1317,-1,1407,345,93,150,1,1,0.975111
1317,-1,874,121,52,133,1,1,0.958151
1317,-1,1728,-1,43,47,1,1,0.630562
1317,-1,961,-1,33,71,1,1,0.563789
1317,-1,1672,-1,36,33,1,1,0.470468
1317,-1,1803,-1,27,24,1,1,0.407616
1318,-1,1312,340,80,159,1,1,0.9921209999999999
1318,-1,1407,345,100,152,1,1,0.968699
1318,-1,880,120,48,131,1,1,0.9473509999999999
1318,-1,1728,-1,44,46,1,1,0.527079
1318,-1,962,-1,33,72,1,1,0.493118
1318,-1,1670,-1,39,29,1,1,0.441517
1318,-1,1803,-1,28,24,1,1,0.293834
1319,-1,1310,338,83,163,1,1,0.9912479999999999
1319,-1,1406,346,101,150,1,1,0.9697199999999999
1319,-1,881,119,50,129,1,1,0.959322
1319,-1,1728,-1,47,47,1,1,0.604437
1319,-1,962,-1,33,71,1,1,0.542098
1319,-1,1665,-1,42,34,1,1,0.495855
1319,-1,1802,-1,29,25,1,1,0.276338
1320,-1,1311,338,82,162,1,1,0.990768
1320,-1,1410,348,105,149,1,1,0.982802
1320,-1,881,118,50,134,1,1,0.97608
1320,-1,1729,-1,43,48,1,1,0.717206
1320,-1,1670,-1,34,36,1,1,0.5125959999999999
1320,-1,961,-1,34,71,1,1,0.452895
1320,-1,1802,-1,29,27,1,1,0.317976
1321,-1,1311,338,82,162,1,1,0.990703
1321,-1,1409,348,106,150,1,1,0.9827199999999999
1321,-1,880,119,51,133,1,1,0.9764879999999999
1321,-1,1730,-1,43,49,1,1,0.7227779999999999
1321,-1,1671,-1,33,36,1,1,0.545812
1321,-1,961,-1,34,72,1,1,0.38870899999999997
1321,-1,1803,-1,28,26,1,1,0.305859
1322,-1,1310,335,85,166,1,1,0.9853489999999999
1322,-1,1415,347,102,154,1,1,0.984096
1322,-1,884,118,51,134,1,1,0.9809749999999999
1322,-1,1667,-1,36,37,1,1,0.5866589999999999
1322,-1,1731,-1,42,47,1,1,0.571553
1322,-1,961,-1,34,71,1,1,0.432149
1322,-1,1803,-1,28,28,1,1,0.325534
1323,-1,1423,346,98,154,1,1,0.9870089999999999
1323,-1,882,117,55,134,1,1,0.985054
1323,-1,1308,334,90,167,1,1,0.984092
1323,-1,1731,-1,43,48,1,1,0.626877
1323,-1,1666,-1,38,37,1,1,0.571009
1323,-1,961,-1,34,72,1,1,0.41286799999999996
1323,-1,1803,-1,28,26,1,1,0.343318
1324,-1,883,115,55,133,1,1,0.9842799999999999
1324,-1,1315,335,82,166,1,1,0.983424
1324,-1,1427,344,94,160,1,1,0.9736819999999999
1324,-1,1729,-1,45,48,1,1,0.548563
1324,-1,1666,-1,40,37,1,1,0.456196
1324,-1,961,-1,34,72,1,1,0.331057
1324,-1,1803,-1,27,28,1,1,0.31673599999999996
1325,-1,1446,366,91,143,1,1,0.985533
1325,-1,1328,333,76,156,1,1,0.9647669999999999
1325,-1,904,106,53,129,1,1,0.933726
1325,-1,1731,-1,42,54,1,1,0.808963
1325,-1,961,-1,33,72,1,1,0.5241589999999999
1325,-1,1659,-1,47,53,1,1,0.510099
1325,-1,1795,-2,39,32,1,1,0.36855299999999996
1326,-1,1453,366,87,144,1,1,0.9870509999999999
1326,-1,1329,333,74,153,1,1,0.9825149999999999
1326,-1,910,104,51,131,1,1,0.932784
1326,-1,1730,0,44,56,1,1,0.8805409999999999
1326,-1,1658,-2,49,57,1,1,0.5902379999999999
1326,-1,1794,-1,40,33,1,1,0.41228699999999996
1326,-1,1662,-1,41,33,1,1,0.328067
1326,-1,961,-1,33,72,1,1,0.32254299999999997
1327,-1,1453,366,87,144,1,1,0.987262
1327,-1,1329,333,74,153,1,1,0.9829559999999999
1327,-1,909,102,52,133,1,1,0.9239959999999999
1327,-1,1730,0,44,56,1,1,0.8873679999999999
1327,-1,1658,-1,49,57,1,1,0.6034189999999999
1327,-1,1794,-1,39,33,1,1,0.385334
1327,-1,1662,-1,41,33,1,1,0.316916
1327,-1,961,-1,33,72,1,1,0.295122
1328,-1,1458,363,81,147,1,1,0.9863409999999999
1328,-1,1329,333,68,149,1,1,0.971858
1328,-1,912,102,51,134,1,1,0.9206679999999999
1328,-1,1729,0,45,56,1,1,0.8824599999999999
1328,-1,1658,-2,49,58,1,1,0.680412
1328,-1,961,-1,33,72,1,1,0.5274289999999999
1328,-1,1794,-1,39,33,1,1,0.37416299999999997
1329,-1,1463,370,83,140,1,1,0.9885069999999999
1329,-1,1331,333,66,148,1,1,0.9753069999999999
1329,-1,913,103,51,132,1,1,0.938391
1329,-1,1729,-1,46,57,1,1,0.909551
1329,-1,1351,340,75,155,1,1,0.887257
1329,-1,1657,-2,48,59,1,1,0.787396
1329,-1,961,-1,33,72,1,1,0.43616299999999997
1329,-1,1793,-1,40,33,1,1,0.33172999999999997
1330,-1,1468,365,81,145,1,1,0.989892
1330,-1,1335,332,76,154,1,1,0.9830099999999999
1330,-1,918,105,49,128,1,1,0.92506
1330,-1,1731,-1,41,58,1,1,0.897254
1330,-1,1656,-1,47,58,1,1,0.833218
1330,-1,961,-1,33,72,1,1,0.45398299999999997
1330,-1,1793,-1,40,35,1,1,0.40340499999999996
1330,-1,1331,334,48,134,1,1,0.278393
1331,-1,1472,373,78,137,1,1,0.990181
1331,-1,1335,330,88,158,1,1,0.980506
1331,-1,1731,-1,41,58,1,1,0.878019
1331,-1,920,103,48,131,1,1,0.853598
1331,-1,1657,-1,44,57,1,1,0.798372
1331,-1,1326,331,61,145,1,1,0.469564
1331,-1,961,-1,33,72,1,1,0.438928
1331,-1,1795,-1,36,36,1,1,0.392374
1332,-1,1478,368,74,143,1,1,0.98929
1332,-1,1333,331,74,154,1,1,0.968235
1332,-1,921,106,49,125,1,1,0.8845729999999999
1332,-1,1732,-1,40,58,1,1,0.8663059999999999
1332,-1,1356,336,75,159,1,1,0.7837299999999999
1332,-1,1657,-2,44,56,1,1,0.751114
1332,-1,1794,-1,37,36,1,1,0.457049
1332,-1,961,-1,33,71,1,1,0.41808399999999996
1332,-1,1663,-2,36,37,1,1,0.278953
1333,-1,1478,368,74,143,1,1,0.989941
1333,-1,1331,331,75,154,1,1,0.9690979999999999
1333,-1,1731,-1,41,58,1,1,0.874964
1333,-1,921,105,49,125,1,1,0.87318
1333,-1,1356,337,75,159,1,1,0.801634
1333,-1,1658,-2,44,55,1,1,0.735622
1333,-1,1795,-1,36,36,1,1,0.44267599999999996
1333,-1,960,-1,34,72,1,1,0.364467
1333,-1,1663,-2,36,37,1,1,0.301791
1334,-1,1484,364,73,148,1,1,0.987587
1334,-1,1330,331,66,148,1,1,0.9780329999999999
1334,-1,1730,-1,42,58,1,1,0.885428
1334,-1,1655,-2,48,58,1,1,0.816315
1334,-1,1357,337,74,158,1,1,0.803937
1334,-1,924,101,46,125,1,1,0.783758
1334,-1,1796,-1,36,36,1,1,0.473035
1334,-1,960,-1,34,72,1,1,0.44284399999999996
1335,-1,1484,368,72,143,1,1,0.986516
1335,-1,1332,330,70,148,1,1,0.976598
1335,-1,924,102,48,124,1,1,0.9232779999999999
1335,-1,1730,-1,42,59,1,1,0.880585
1335,-1,1655,-2,47,59,1,1,0.872818
1335,-1,1359,336,73,146,1,1,0.852993
1335,-1,961,-2,33,72,1,1,0.429985
1335,-1,1796,-1,33,35,1,1,0.423183
1336,-1,1483,369,75,141,1,1,0.989985
1336,-1,1333,329,72,148,1,1,0.977584
1336,-1,1357,338,78,143,1,1,0.8999619999999999
1336,-1,924,105,50,126,1,1,0.879203
